;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Arkhangelskiy T.A., Lander Yu.A.,""57189376991";25637466200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977521499&partnerID=40&md5=3845905087d3676a3bfa467ec93537b1"",""Adyghe"; Language corpora; Morphology; Polysynthesis;" West Circassian"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Dadykina M.,""57194181871";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022015850&doi=10.15826%2fqr.2016.3.179&partnerID=40&md5=9e3507acc4b6a4fb69a7d5ba576e550b"",""16th-17th Centuries Russia"; Pre-industrial transportation system; Spaso-Prilutsky monastery;" Water transport"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Borisov V.E.,""57194467220";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020240995&partnerID=40&md5=0b7f43530ce0f7e2c4b052059557aa89"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Orekhov B., Krylova I., Popov I., Stepanova E., Zaydelman L.,""57190401804";56291787100;57194493923;57190404332;57190404150;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020484016&partnerID=40&md5=0c36ef37fa4d4d00a81d520d00df7b6c"",""Minority languages"; Social networks; Sociolinguistics;" Web as a resource"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Pasko Y.V.,""57192176054";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983455111&doi=10.17223%2f19986645%2f39%2f11&partnerID=40&md5=b27393f787e950ab38057e425720295a"",""Chronotope"; Intertextuality; Macrocosm and microcosm; Metaphor; Philosophy of German romanticism;" Theatre"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Malafeev A.Yu.,""56441670100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973442571&doi=10.20916%2f1812-3228-2016-2-23-28&partnerID=40&md5=96eaca75c10cf1125332d70e28ff23f5"",""Concept periphery"; Evaluative interpretation; Intolerance; Specialized corpus;" Tolerance"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Pochekaev R.Y.,""57190090464";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007013556&doi=10.1163%2f22105018-12340064&partnerID=40&md5=157d286b7fc4ba263b51097555dd8b5f"",""ancient Turks"; Chinggis Khan; imperial legal system; medieval Mongolia; Mongol Empire; traditional law; Turkic-Mongol states;" törü"",""legal system"; Medieval; monopoly;" Mongolia""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Toldova S.Yu., Bergelson M.B., Khudyakova M.V.,""56147544600";9943127000;57034149900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020421326&partnerID=40&md5=bb99559a17c9fffb2654ce6e0753d157"",""Coreference"; Coreference corpus annotation;" Oral retellings"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Muravyeva M.,""55962543500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018555073&doi=10.1163%2f18763316-04304001&partnerID=40&md5=c045659a2bfa6a83517eef53105eaf2a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Morozov O.,""56296803000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975217418&partnerID=40&md5=240e9c04f9019039f71cd5f675916235"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Schang F.,""25653306800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988890279&doi=10.4013%2ffsu.2016.171.08&partnerID=40&md5=a5d8e9bf0841b35746c123c57eeb2c4a"",""Desire"; Epicurus; Judgment; Nature;" Necessitation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Vyrenkova A.S., Reznikova T.I.,""57193688707";57193698468;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015960806&partnerID=40&md5=8e66d2f07158e589955840cb018822f4"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Zelenev E.I., Iliushina M.,""57190305869";57190297244;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978969383&doi=10.1163%2f1573384X-20160202&partnerID=40&md5=8d327d24b5cd224e74484f03cea788cc"",""Circassian Mamluks"; Fitna Concept; Karamanid Emirate;" Ottoman Empire"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Bonch-Osmolovskaya A.A.,""26967547200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981215915&partnerID=40&md5=a6f2cccf0c527944a8eed08b3e5b46c5"",""Computational linguistics"; Dative alternation; Definiteness; Language theory tree-bank; Machine learning; Natural language processing; Referential choice; Theoretical linguistics;" Typology"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Uspenskij B.A.,""55613546100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986905082&partnerID=40&md5=a8b9fbcd86bf89525988e1058543d74e"",""Anthony of kiev"; Great schema; Hilarion of kiev; Little schema; Monastery of the kiev caves; Monasticism; Novitiate; Studite typikon;" Theodosius of kiev"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Goušchin V.,""26325401000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010014428&doi=10.15731%2fAClass.059.05&partnerID=40&md5=daeda1cc374e6482c62cad3bc76b4f24"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Avramenko I.A.,""57191885951";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994516334&doi=10.17223%2f19986645%2f43%2f7&partnerID=40&md5=292ec6e5c89bfcf1134ead3549023769"",""Charles Dickens"; English novel; Historical narratology; Laurence Sterne; Mary Shelley; Oral; The Bronte sisters;" Written and mental modes"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Shchukin T.,""57192183826";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999648343&doi=10.1163%2f18177565-00121p17&partnerID=40&md5=ce4b7e603b0ea2851fbbe9840010a18e"",""Christology"; Leontius of Byzantium; nature and substance;" Neochalcedonism"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Selin A.,""38162478200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021930562&doi=10.15826%2fqr.2016.3.177&partnerID=40&md5=2c456ba16c66b5c1fa870dde54505104"",""16th-17th centuries Russian history"; Conversion; Newly-Baptized; Novgorod Land; Prosopography; Settling;" Tartars"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Ivanov S.A.,""36632008300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986271689&partnerID=40&md5=a248efdeae35bb7ed9eb6fc8d56f0e89"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Romanova T.V.,""56998414100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962595592&doi=10.20916%2f1812-3228-2016-1-140-146&partnerID=40&md5=4b38a505e31b7f52ceb35729d50ee763"",""Intolerance of speech behavior"; Speech clichés; Stamps;" Tolerance"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Khlevniuk O.,""40061091300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997284678&partnerID=40&md5=ea6a5c4b06242c879c3586b04d4d443a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Mustafin A.,""57189854020";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975270388&partnerID=40&md5=48f385af237bcf7edca15fb5d80642ab"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Vlasenko S.V.,""57193118330";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998953921&partnerID=40&md5=a535921fb195962785f956a386006acc"",""Conceptual Congruence"; Institutional Translation; Legal Translation; Public Service Translation; Translation Fidelity;" Translation Studies Taxonomy"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Gasparyan D.,""24176741200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990239893&doi=10.7213%2faurora.28.044.AO01&partnerID=40&md5=a508947d6ffbad96749fe020419a9b81"",""Anti-Enlightenment"; Enlightenment;" Postmodern philosophy"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Borisova T.,""36455542800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018571834&doi=10.1163%2f18763316-04304002&partnerID=40&md5=6bc9106bf393b98dc8fa256468b8b9f5"",""gender"; jury trial; rule of law; self-defense; terrorism;" violence"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Akopov S.,""57190177862";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978141481&doi=10.1163%2f15730352-04101001&partnerID=40&md5=4397220ae8972fe9463c24a0cda038b8"",""Aidar Sultanov"; European Court of Human Rights; Extremism; Freedom of speech; Human-rights activists;" Transnational intellectual"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Galitsky B.A., Ilvovsky D.A., Chernyak E.L., Kuznetsov S.O.,""6603420071";55967196200;55973447100;7202573378;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020454698&partnerID=40&md5=9a7072ff772dfc352c058797e0215b16"",""Discourse"; Genre classification; Rhetoric structure;" Text genre"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Boltunova E.,""57195829546";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975322298&partnerID=40&md5=b36fdec3a2656e25de9f0cb5881ffb31"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Muravyeva M.,""55962543500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018572988&doi=10.1163%2f18763316-04304006&partnerID=40&md5=48218de151c5e40de03ecf31c49dfc66"",""abduction"; bride price; citizenship; consent; rape; Russia;" Siberia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Dobrushina N.R.,""54972405500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996538076&partnerID=40&md5=eb9552ae434b34dd379035c6f28d7235"",""Aspect"; Conditional-concessive clauses; Habitual; Irrealis; Mood; Morphology; Subjunctive;" Verb"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Rossikhina M.Y.,""57191753518";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992731097&doi=10.17223%2f19986645%2f42%2f6&partnerID=40&md5=ab7032ec684c1ffbb098fda99f3f61e1"",""German"; Language; Semantics; Sociolect; Vocabulary;" Youth"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Sablin I.,""55387583100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967007008&doi=10.4324%2f9781315667713&partnerID=40&md5=3daa65e4fdb1d1123f9a36bf1518be7f"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Gloukhov A.,""57192984681";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009756532&partnerID=40&md5=de6aa7fda8702070eb590e5dad0d83fc"",""Freedom"; Liberalism; Liberty; Non-domination; Non-frustration; Non-interference;" Republicanism"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Babkova G.O.,""57194470035";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020309302&partnerID=40&md5=68b6067bb5dcf560a2becd5f380a843c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Kutuzov A., Kuzmenko E.,""57194718597";56878851700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037146648&partnerID=40&md5=69f8bf91094b04fb565e0d310e4c40c7"",""Distributional semantics"; Neural embeddings;" Search results clustering"",""Search engines"; Semantics; Distributional semantics; Embeddings; Search engine results; Search engine results pages; Search results clustering; Semantic clustering; Semantic relationships; Vector representations;" Semantic Web""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Koslowa O., Kutuzov A.,""57194492529";57194718597;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020431696&partnerID=40&md5=4a4e7a7e1038e4757e07742de427b791"",""Anaphora resolution"; Distributional semantics; Neural embeddings; Semantic similarity; Vector space models;" Word2vec"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Chironova I.I.,""56495345600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997682837&partnerID=40&md5=4af51b12bc399ae5ff3bb3a9f1389331"",""Culture turn"; Dominant cultural idea; Power turn; Russian culture; Russian translation studies;" Translation techniques"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Lavrentyev A.V.,""57192429774";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006474661&doi=10.21638%2f11701%2fspbu19.2016.108&partnerID=40&md5=c071ef6510b24a8bc55870f041c983f2"",""Grand prince dmitry donskoy"; Metropolitan alexei; Pendant seal;" Plague"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Penskaya E.N.,""57192912918";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009074995&doi=10.17223%2f19986645%2f44%2f8&partnerID=40&md5=149b5f619be6fb26feaeaafec95d573e"",""Boundaries of genres"; Character; Comedy; Dialogue; Drama; Drama series; Farce; Philosophy; Stage space; System of genres; Transformation;" Vaudeville"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Pimenova N.B.,""26034809900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962464510&partnerID=40&md5=346640ef440c33cfb9a8af0c69e0a70c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Zamyatin D.N.,""6506976869";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991746908&partnerID=40&md5=bb0df1af19fc15b789501e7e5e17189a"",""Geographical image"; Metageography; Postnomadism; Soprostranstvennost; Spatial anthropology;" Travel"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Antonov M.,""26657125900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008881034&doi=10.1007%2f978-94-007-1479-3_17&partnerID=40&md5=a28013a4515f80349d120391188a8b35"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Kocherov S.,""57195329165";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978963585&partnerID=40&md5=1fe81b7d2517ab932f17a07a571a9d47"",""The fulfillment of duty to the World and Rome"; The internal dialogue; The stoic sage;" The worldview of Marcus Aurelius"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Kirjanov D.P., Pivovarova L.M.,""57190576378";57190573161;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981251457&partnerID=40&md5=7104a6921482ac669de99389b4e59870"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Rondarev A.,""57192107437";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997354222&partnerID=40&md5=acd0788d602b236ad30347ec2f621b47"",""Determinism"; Meaning of music; Minimalism; Referentiality; Repetition; Teleology; Temporality; The end of the time of composers; Time;" Vladimir Martynov"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Mishura A.,""57191627626";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004115703&partnerID=40&md5=d3525c10c96da60989ce6f00c3099dcc"",""Compatibilism"; Determinism; Free will; Hard incompatibilism; Incompatibilism;" Libertarianism"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Khestanov R.,""38561646200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997545105&partnerID=40&md5=ffba1e419320e7b28acb43f581abbafc"",""Hip-hop"; Mainstream; Protest; Underground;" Youth"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Moiseev D.,""57190881980";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983800564&partnerID=40&md5=67d8da8b464eebe06c685debe3b87939"",""Doctrine of fascism"; Fascism; Intellectual history; Political philosophy; Political religions; Radicalism;" Totalitarianism"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Kolpinets E.,""57194026130";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018239764&partnerID=40&md5=7fba7a6a9b6857921f7307001f552de2"",""Attention economics"; Celebrity; Commonplace; Fame; Mass media; Popular culture;" Social networks"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Likhatsky A.,""57194869937";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023765755&partnerID=40&md5=70ed49746cf111bd15f897830d419345"",""Academic historical journal"; Kingdom of Poland; Russian empire; The polish historiography;" «Przegląd historyczny»"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Kukulin I.,""36571921100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995783707&partnerID=40&md5=a9db6907aea9ac4667e2ccedee5cbde6"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Fabrykant M., Buhr R.,""36701274900";38662377800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961331675&doi=10.1111%2fnana.12148&partnerID=40&md5=2be6e1ab9fbb081831ac9a76cffd643a"",""Belarus"; Imperialism; Lithuania; Nationalism;" Small states"",""identity construction"; imperialism; nation state; national identity; nationalism; Belarus;" Lithuania""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Karpov I.A., Kozhevnikov M.V., Kazorin V.I., Nemov N.R.,""56005507700";57194509909;57194039605;57194503641;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017307155&partnerID=40&md5=8776e4c3144436f6b961fd338f0185d0"",""Convolution neural network"; Machine learning; Object-oriented sentiment analysis; Sentiment analysis;" Syntax patterns"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Battis M.,""56769927400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014785752&doi=10.1353%2fimp.2016.0089&partnerID=40&md5=c67d1b626d32c3a043f420875097b00d"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Lourié B.,""26034163600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999752047&doi=10.1163%2f18177565-00121p20&partnerID=40&md5=abb864211f4ab0f92f3b3475f754d19e"",""Angelogogy"; Gregory of Nyssa; Infinity; Paraconsistent logics;" Time"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;"Lourié B.,""26034163600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999663600&doi=10.1163%2f18177565-00121p07&partnerID=40&md5=9b1ced09a817f8cb5e60677669f22a29"",""364-day calendars"; Abba Giyorgis of Sagla; Ethiopian Church; Jewish Second Temple period calendars; Julianism; liturgical calendars;" Mashafa Meśtir"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
